quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,message_id,status,audio_text,audio_file_id
pc_001,,,der Mann -> ?,die Manne,die Mannen,die Mann,die Männer,3,die Männer,Mann bildet den Plural Umlaut + -er: die Männer.,mann,A1,Familie,,ready,,
pc_002,,,die Frau -> ?,die Fraue,die Frauer,die Frau,die Frauen,3,die Frauen,Frau bildet den Plural -en: die Frauen.,frau,A1,Familie,,ready,,
pc_003,,,das Kind -> ?,die Kinde,die Kinder,die Kind,die Kinden,1,die Kinder,Kind bildet den Plural -er: die Kinder.,kind,A1,Familie,,ready,,
pc_004,,,der Junge -> ?,die Junge,die Jungee,die Jungen,die Jungeen,2,die Jungen,Junge bildet den Plural -n: die Jungen.,junge,A1,Familie,,ready,,
pc_005,,,das Mädchen -> ?,die Mädchene,die Mädchener,die Mädchenen,die Mädchen,3,die Mädchen,Mädchen bildet den Plural ohne Endung: die Mädchen.,mädchen,A1,Familie,,ready,,
pc_006,,,der Freund -> ?,die Freunde,die Freunder,die Freund,die Freunden,0,die Freunde,Freund bildet den Plural -e: die Freunde.,freund,A1,Familie,,ready,,
pc_007,,,die Freundin -> ?,die Freundinnen,die Freundinen,die Freundin,die Freundine,0,die Freundinnen,Freundin bildet den Plural -nen: die Freundinnen.,freundin,A1,Familie,,ready,,
pc_008,,,der Bruder -> ?,die Bruderen,die Bruder,die Brüder,die Brudere,2,die Brüder,Bruder bildet den Plural Umlaut: die Brüder.,bruder,A1,Familie,,ready,,
pc_009,,,die Schwester -> ?,die Schwesteren,die Schwester,die Schwestern,die Schwestere,2,die Schwestern,Schwester bildet den Plural -n: die Schwestern.,schwester,A1,Familie,,ready,,
pc_010,,,der Vater -> ?,die Vatere,die Vater,die Vateren,die Väter,3,die Väter,Vater bildet den Plural Umlaut: die Väter.,vater,A1,Familie,,ready,,
pc_011,,,die Mutter -> ?,die Mutter,die Muttere,die Mutteren,die Mütter,3,die Mütter,Mutter bildet den Plural Umlaut: die Mütter.,mutter,A1,Familie,,ready,,
pc_012,,,der Sohn -> ?,die Söhne,die Sohn,die Sohnen,die Sohne,0,die Söhne,Sohn bildet den Plural Umlaut + -e: die Söhne.,sohn,A1,Familie,,ready,,
pc_013,,,die Tochter -> ?,die Töchter,die Tochtere,die Tochteren,die Tochter,0,die Töchter,Tochter bildet den Plural Umlaut: die Töchter.,tochter,A1,Familie,,ready,,
pc_014,,,der Opa -> ?,die Opa,die Opaen,die Opae,die Opas,3,die Opas,Opa bildet den Plural -s: die Opas.,opa,A1,Familie,,ready,,
pc_015,,,die Oma -> ?,die Omae,die Oma,die Omaen,die Omas,3,die Omas,Oma bildet den Plural -s: die Omas.,oma,A1,Familie,,ready,,
pc_016,,,der Student -> ?,die Studenter,die Studenten,die Student,die Studente,1,die Studenten,Student bildet den Plural -en: die Studenten.,student,A1,Personen,,ready,,
